collection,collection.label,ref_area,ref_area.label,source,source.label,indicator,indicator.label,sex,sex.label,classif1,classif1.label,classif2,classif2.label,classif3,classif3.label,classif4,classif4.label,classif5,classif5.label,time,obs_value,obs_status,obs_status.label,note_classif,note_classif.label,note_indicator,note_indicator.label,note_source,note_source.label,
SDG,SDG labour market indicators,ARG,Argentina,FX:154,ARG - ADM - Registro de Accidentes de Trabajo y Enfermedades Profesionales,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_M,Sex: Male,MIG_STATUS_MIGRANT,Status: Migrants,,,,,,,,,2017,6.5,,,,,T13:149_T14:154,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease,S9:259,Reference group coverage: Insured persons,
SDG,SDG labour market indicators,ARG,Argentina,FX:154,ARG - ADM - Registro de Accidentes de Trabajo y Enfermedades Profesionales,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_M,Sex: Male,MIG_STATUS_NONMIG,Status: Non migrants,,,,,,,,,2017,6.5,,,,,T13:149_T14:154,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease,S9:259,Reference group coverage: Insured persons,
SDG,SDG labour market indicators,ARG,Argentina,FX:154,ARG - ADM - Registro de Accidentes de Trabajo y Enfermedades Profesionales,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_F,Sex: Female,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2017,0.3,,,,,T13:149_T14:154,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease,S9:259,Reference group coverage: Insured persons,
SDG,SDG labour market indicators,ARG,Argentina,FX:154,ARG - ADM - Registro de Accidentes de Trabajo y Enfermedades Profesionales,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_F,Sex: Female,MIG_STATUS_MIGRANT,Status: Migrants,,,,,,,,,2017,,,,,,T13:149_T14:154,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease,S9:259,Reference group coverage: Insured persons,
SDG,SDG labour market indicators,ARG,Argentina,FX:154,ARG - ADM - Registro de Accidentes de Trabajo y Enfermedades Profesionales,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_F,Sex: Female,MIG_STATUS_NONMIG,Status: Non migrants,,,,,,,,,2017,0.3,,,,,T13:149_T14:154,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease,S9:259,Reference group coverage: Insured persons,
SDG,SDG labour market indicators,ARM,Armenia,EB:176,ARM - Other - Statistical Report on Occupational Injuries,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_T,Sex: Total,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2013,1.9,,,,,T13:149_T14:156_I1:468,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents | Time period for occurrence of death: Deaths occurring within the same reference year,S8:1619_S9:66,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Employees,
SDG,SDG labour market indicators,ARM,Armenia,EB:176,ARM - Other - Statistical Report on Occupational Injuries,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_M,Sex: Male,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2013,3.1,,,,,T13:149_T14:156_I1:468,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents | Time period for occurrence of death: Deaths occurring within the same reference year,S8:1619_S9:66,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Employees,
SDG,SDG labour market indicators,ARM,Armenia,EB:176,ARM - Other - Statistical Report on Occupational Injuries,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_F,Sex: Female,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2013,,,,,,T13:149_T14:156_I1:468,Coverage of occupational injuries: Reported injuries | Type of cases of occupational injuries: Including cases of occupational disease and cases of injury due to commuting accidents | Time period for occurrence of death: Deaths occurring within the same reference year,S8:1619_S9:66,Economic activity coverage: Excluding activities of households as employers and of extraterritorial organizations and bodies | Reference group coverage: Employees,
SDG,SDG labour market indicators,AUS,Australia,FA:877,AUS - ADM-IR - Insurance records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_T,Sex: Total,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2005,2.0,,,,,T13:150_I4:216,Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 employees),S3:26_S4:34,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas",
SDG,SDG labour market indicators,AUS,Australia,FA:877,AUS - ADM-IR - Insurance records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_M,Sex: Male,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2005,3.6,,,,,T13:150_I4:216,Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 employees),S3:26_S4:34,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas",
SDG,SDG labour market indicators,AUS,Australia,FA:877,AUS - ADM-IR - Insurance records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_F,Sex: Female,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2005,0.3,,,,,T13:150_I4:216,Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 employees),S3:26_S4:34,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas",
SDG,SDG labour market indicators,AUS,Australia,FA:877,AUS - ADM-IR - Insurance records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_T,Sex: Total,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2006,2.1,,,,,T13:150_I4:216,Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 employees),S3:26_S4:34,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas",
SDG,SDG labour market indicators,AUS,Australia,FA:877,AUS - ADM-IR - Insurance records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_M,Sex: Male,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2006,3.7,,,,,T13:150_I4:216,Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 employees),S3:26_S4:34,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas",
SDG,SDG labour market indicators,AUS,Australia,FA:877,AUS - ADM-IR - Insurance records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_F,Sex: Female,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2006,0.3,,,,,T13:150_I4:216,Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 employees),S3:26_S4:34,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas",
SDG,SDG labour market indicators,AUS,Australia,FA:877,AUS - ADM-IR - Insurance records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_T,Sex: Total,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2007,2.0,,,,,T13:150_I4:216,Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 employees),S3:26_S4:34,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas",
SDG,SDG labour market indicators,AUS,Australia,FA:877,AUS - ADM-IR - Insurance records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_M,Sex: Male,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2007,3.5,,,,,T13:150_I4:216,Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 employees),S3:26_S4:34,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas",
SDG,SDG labour market indicators,AUS,Australia,FA:877,AUS - ADM-IR - Insurance records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_F,Sex: Female,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2007,0.5,,,,,T13:150_I4:216,Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 employees),S3:26_S4:34,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas",
SDG,SDG labour market indicators,AUS,Australia,FA:877,AUS - ADM-IR - Insurance records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_T,Sex: Total,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2008,2.1,,,,,T13:150_I4:216,Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 employees),S3:26_S4:34,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas",
SDG,SDG labour market indicators,AUS,Australia,FA:877,AUS - ADM-IR - Insurance records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_M,Sex: Male,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2008,3.8,,,,,T13:150_I4:216,Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 employees),S3:26_S4:34,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas",
SDG,SDG labour market indicators,AUS,Australia,FA:877,AUS - ADM-IR - Insurance records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_F,Sex: Female,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2008,0.3,,,,,T13:150_I4:216,Coverage of occupational injuries: Compensated injuries | Type of rate: Incidence rate (per 100'000 employees),S3:26_S4:34,"Data reference period: Noncalendar year | Geographical coverage: Total national, excluding some areas",
SDG,SDG labour market indicators,AUS,Australia,FX:557,AUS - ADM - Work-related Traumatic Injury Fatalities records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_T,Sex: Total,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2009,2.7,,,,,T13:150_T14:154_I4:217_I1:468,Coverage of occupational injuries: Compensated injuries | Type of cases of occupational injuries: Including cases of occupational disease | Type of rate: Incidence rate (per 100'000 workers employed) | Time period for occurrence of death: Deaths occurring within the same reference year,S3:26_S9:66,Data reference period: Noncalendar year | Reference group coverage: Employees,
SDG,SDG labour market indicators,AUS,Australia,FX:557,AUS - ADM - Work-related Traumatic Injury Fatalities records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_M,Sex: Male,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2009,4.5,,,,,T13:150_T14:154_I4:217_I1:468,Coverage of occupational injuries: Compensated injuries | Type of cases of occupational injuries: Including cases of occupational disease | Type of rate: Incidence rate (per 100'000 workers employed) | Time period for occurrence of death: Deaths occurring within the same reference year,S3:26_S9:66,Data reference period: Noncalendar year | Reference group coverage: Employees,
SDG,SDG labour market indicators,AUS,Australia,FX:557,AUS - ADM - Work-related Traumatic Injury Fatalities records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_F,Sex: Female,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2009,0.4,,,,,T13:150_T14:154_I4:217_I1:468,Coverage of occupational injuries: Compensated injuries | Type of cases of occupational injuries: Including cases of occupational disease | Type of rate: Incidence rate (per 100'000 workers employed) | Time period for occurrence of death: Deaths occurring within the same reference year,S3:26_S9:66,Data reference period: Noncalendar year | Reference group coverage: Employees,
SDG,SDG labour market indicators,AUS,Australia,FX:557,AUS - ADM - Work-related Traumatic Injury Fatalities records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_T,Sex: Total,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2010,2.0,,,,,T13:150_T14:154_I4:217_I1:468,Coverage of occupational injuries: Compensated injuries | Type of cases of occupational injuries: Including cases of occupational disease | Type of rate: Incidence rate (per 100'000 workers employed) | Time period for occurrence of death: Deaths occurring within the same reference year,S3:26_S9:66,Data reference period: Noncalendar year | Reference group coverage: Employees,
SDG,SDG labour market indicators,AUS,Australia,FX:557,AUS - ADM - Work-related Traumatic Injury Fatalities records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_M,Sex: Male,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2010,3.4,,,,,T13:150_T14:154_I4:217_I1:468,Coverage of occupational injuries: Compensated injuries | Type of cases of occupational injuries: Including cases of occupational disease | Type of rate: Incidence rate (per 100'000 workers employed) | Time period for occurrence of death: Deaths occurring within the same reference year,S3:26_S9:66,Data reference period: Noncalendar year | Reference group coverage: Employees,
SDG,SDG labour market indicators,AUS,Australia,FX:557,AUS - ADM - Work-related Traumatic Injury Fatalities records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_F,Sex: Female,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2010,0.2,,,,,T13:150_T14:154_I4:217_I1:468,Coverage of occupational injuries: Compensated injuries | Type of cases of occupational injuries: Including cases of occupational disease | Type of rate: Incidence rate (per 100'000 workers employed) | Time period for occurrence of death: Deaths occurring within the same reference year,S3:26_S9:66,Data reference period: Noncalendar year | Reference group coverage: Employees,
SDG,SDG labour market indicators,AUS,Australia,FX:557,AUS - ADM - Work-related Traumatic Injury Fatalities records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_T,Sex: Total,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2011,2.0,,,,,T13:150_T14:154_I4:217_I1:468,Coverage of occupational injuries: Compensated injuries | Type of cases of occupational injuries: Including cases of occupational disease | Type of rate: Incidence rate (per 100'000 workers employed) | Time period for occurrence of death: Deaths occurring within the same reference year,S3:26_S9:66,Data reference period: Noncalendar year | Reference group coverage: Employees,
SDG,SDG labour market indicators,AUS,Australia,FX:557,AUS - ADM - Work-related Traumatic Injury Fatalities records,SDG_F881_SEX_MIG_RT,[8.8.1] Fatal occupational injuries per 100'000 workers null,SEX_M,Sex: Male,MIG_STATUS_TOTAL,Status: Total,,,,,,,,,2011,3.4,,,,,T13:150_T14:154_I4:217_I1:468,Coverage of occupational injuries: Compensated injuries | Type of cases of occupational injuries: Including cases of occupational disease | Type of rate: Incidence rate (per 100'000 workers employed) | Time period for occurrence of death: Deaths occurring within the same reference year,S3:26_S9:66,Data reference period: Noncalendar year | Reference group coverage: Employees,
